,Name,Label,Semi-major axis(m),Inclination,Raan
246,0 COSMOS 627,0.18,7367423.65958331,82.9540296613779,119.51064273270815
247,0 COSMOS 628,0.05,7357129.536923719,82.95782966273667,186.25226659711274
248,0 METEOR 1-16,0.09,7224098.853253342,81.22942904472275,146.02555221348626
249,0 COSMOS 641,0.22,7812188.305040303,74.01652646564816,70.12232507322179
250,0 COSMOS 642,0.16,7777258.970165994,74.01662646568391,64.49662306167306
251,0 COSMOS 643,0.25,7794699.047334232,74.01502646511183,248.87118898738757
252,0 COSMOS 644,0.26,7786057.670547012,74.01842646632754,156.0719558057189
253,0 COSMOS 645,0.07,7803151.153304171,74.0210264672572,336.52642032974614
254,0 COSMOS 646,0.39,7821845.0647092825,74.01802646618451,169.24246051501785
255,0 COSMOS 647,0.45,7830794.906299252,74.01522646518332,261.4833934970584
256,0 METEOR 1-17,0.36,7243216.742222488,81.1997290341031,38.39681372931981
257,0 COSMOS 650,0.03,7761979.485057658,74.04412647551695,358.63392823459594
258,0 COSMOS 654,0.33,7343862.448177798,64.94792322304177,278.14399945429193
259,0 COSMOS 660,0.29,7137665.415017611,82.9467296587677,115.22684120097477
260,0 COSMOS 663,0.05,7357649.958376488,82.95252966084158,179.87536431696185
261,0 OPS 6983 (DMSP 5C F1),0.12,7176689.644661147,98.6793352841817,246.98748831384395
262,0 COSMOS 675,0.35,7771700.757093728,74.0607264814525,15.74450562966903
263,0 COSMOS 677,0.22,7809396.991358605,74.03372647179826,64.31402299638185
264,0 COSMOS 678,0.4,7877263.706651499,74.03662647283521,25.351209064680713
265,0 COSMOS 679,0.34,7866193.964197293,74.03362647176253,276.3973988297704
266,0 COSMOS 680,0.0,7856849.60570976,74.03462647212008,184.2077658660728
267,0 COSMOS 681,0.42,7846669.775048967,74.03372647179826,83.03702969105575
268,0 COSMOS 682,0.46,7837363.209023599,74.03832647344308,349.10482482733124
269,0 COSMOS 683,0.19,7828112.11718513,74.03242647133344,255.68719142454486
270,0 COSMOS 684,0.39,7818958.813829677,74.0357264725134,162.8460582278944
271,0 COSMOS 689,0.18,7369947.768715039,82.94472965805257,175.26096266701768
272,0 METEOR 1-19,0.17,7237334.651603884,81.18532902895417,249.4898892086125
273,0 VANGUARD 2,,8123444.84085871,32.86521175141786,236.48048455691728
274,0 VANGUARD 3,,8263180.325179747,33.3449119229414,47.0561168255752
275,0 EXPLORER 7,,6959261.4722634675,50.28401797975658,58.421520889434994
276,0 TIROS 1,,7025182.801434504,48.378517298418075,259.52119279544604
277,0 COURIER 1B,,7463945.699221233,28.329410129578317,319.7135143180556
278,0 TRANSIT 4A,,7300525.415578159,66.81192388954139,342.8172225791108
279,0 SOLRAD 3/INJUN 1,,7307252.395065289,66.81202388957713,81.030628973639
280,0 TIROS 3,,7123198.787208092,47.89791712657272,233.05118333072244
281,0 MIDAS 3,,9822274.21644158,91.18753260538249,120.5569431068275
282,0 TRANSIT 4B,,7400973.492466847,32.43871159891675,52.32631871000988
283,0 TRAAC,,7405056.815984143,32.43961159923855,187.08866689617943
284,0 MIDAS 5 (STRONGBACK),,9475017.510566624,86.65423098443684,239.50418563808398
285,0 TELSTAR 1,,9670824.864046257,44.80741602152065,351.50932568709436
286,0 FTV 3502,,6995467.088325878,98.44823520154863,323.88221580863325
287,0 TIROS 6,,6980669.488657285,58.305020847778756,182.45296523861919
288,0 ALOUETTE 1 (S-27),,7380708.883765963,80.46392877100737,26.104009333855014
289,0 RELAY 1 (A-15),,10756981.337348102,47.5150169896614,43.48311554799843
290,0 EXPLORER 16,,7323715.432400572,52.00111859373001,256.59469174903444
291,0 SYNCOM 1,,38155405.57174162,30.60411094292953,311.54621139772183
292,0 TELSTAR 2 (A-41),,12263676.75264594,42.76671529183947,243.87748720181938
293,0 WESTFORD NEEDLES,,10007189.797499938,87.35663123558994,16.233205804410638
294,0 HITCH HIKER 1,,7059906.172443016,81.97902931275286,238.6450853309006
295,0 MIDAS 7/ERS 10,,10079369.18724641,88.40913161192621,320.96331476493924
296,0 WESTFORD NEEDLES,,10037039.08966857,87.34123123008342,28.753410281185523
297,0 ERS 9,,10079385.635111747,88.41663161460795,324.6544160847443
298,0 VELA 2,,115226977.41931456,39.18011400939983,144.41985163934552
299,0 VELA 1,,115414865.30806877,14.504605186325215,314.9312126080765
300,0 TRANSIT 5B-2,,7461972.934481166,89.9001321450544,88.1487315188165
301,0 TRANSIT 5E 3,,7460145.044394466,89.90043214516164,88.08383149561057
302,0 TIROS 8,,7040554.1922066035,58.49622091614503,40.73451456519757
303,0 RELAY 2,,11128352.550301252,46.46861661550626,22.814708157719203
304,0 ELEKTRON 1,,9735069.620644368,60.83392175202278,294.64280535367163
305,0 ELEKTRON 3,,9661729.18351082,60.821521747588974,4.267701525976595
306,0 OPS 3662 (VELA 3),,109576594.24871482,24.53910877430285,219.37377844017442
307,0 OPS 3674 (VELA 4),,109397180.54372443,42.46351518342601,158.55015669183442
308,0 SYNCOM 3,,42185552.767297775,2.2382008003001186,76.8650274841697
309,0 EXPLORER 20,,7302669.740668775,79.89552856776791,240.84898611893632
310,0 COSMOS 44,,7059119.8772139475,65.06162326369682,320.5039146006743
311,0 EXPLORER 22,,7334367.954340821,79.68922849400242,99.80773568765713
312,0 OPS 6582 (TRANSIT 5E-5),,7407812.068223532,89.99473217887993,187.3308669827815
313,0 EXPLORER 26 (EPE-D),,6940152.500430487,19.707207046588554,233.31318342440426
314,0 OPS 6582 (TRANSIT 5B-5),,7425659.268494965,90.02043218806935,194.11026940685198
315,0 TIROS 9,,8010581.335003959,96.39203446632521,36.194412941820495
316,0 LES 1,,9171920.898078347,32.148511495151624,347.2953241803189
317,0 GGSE 3,,7269741.617518823,70.07692505698836,183.1607654917032
318,0 OPS 4682 (SNAPSHOT),,7672677.385489434,90.29043228461168,321.24151486441366
319,0 SECOR 4 (EGRS 4),,7669313.320386092,90.27983228082148,331.010118357315
320,0 INTELSAT 1-F1,,42154292.66566104,2.448500875495863,76.43112732902263
321,0 DELTA 1 R/B(2),,25610610.77133165,17.900506400577378,85.58383060170016
322,0 EXPLORER 27,,7492478.700244198,41.18721472706686,82.83652961936413
323,0 LES 2,,15166394.146231,32.15741149833395,65.33622336188394
324,0 LCS 1,,9166077.657447577,32.1403114922196,130.57974669062168
325,0 OPS 6577 (VELA 5),,118341084.15863375,20.96540749647579,4.336501550577011
326,0 OPS 6564 (VELA 6),,118446923.40922213,33.240511885611696,35.79501279900936
327,0 SECOR 5 (EGRS 5),,8156081.864344317,69.23812475706356,318.6092139231975
328,0 TEMPSAT 1,,7511971.95063131,89.88313213897577,223.3525798628506
329,0 NAVSPASUR ROD 1,,7454692.832491227,89.9136321498815,220.38677880238686
330,0 COSMOS 84,,7897449.505047836,56.05262004240123,164.7950589247869
331,0 COSMOS 88,,7870712.237090535,56.05852004451086,184.6423660214702
332,0 COSMOS 90,,7907864.126491117,56.058720044582365,350.0560251674463
333,0 OV1-2,,7722410.252233173,144.22495156965627,198.47207096647537
334,0 EXPLORER 29 (GEOS 1),,8072229.266493065,59.37952123198146,96.15323438093887
335,0 A-1 (ASTERIX),,7461505.992212715,34.25531224846781,292.4492045693188
336,0 ALOUETTE 2,,7946947.950630485,79.80242853447871,131.866647150771
337,0 EXPLORER 31 (ISIS-X),,8033781.266575358,79.81222853798282,151.68015423536863
338,0 FR 1,,7049744.674183879,75.86682712724914,102.55733667081556
339,0 OPS 1593 (TRANSIT 11),,7387648.712802462,90.2130322569362,316.60571320681765
340,0 OV1-4,,7317526.299678672,144.5033516692021,276.84579899010214
341,0 OV1-5,,7392584.6753638685,144.6330517155782,187.01786687086388
342,0 OPS 1527 (OV3-1),,8010222.133503407,82.38742945878204,3.890901391246418
343,0 NIMBUS 2,,7511464.880051983,100.44613591592608,181.30386482774225
344,0 OPS 0082 (TRANSIT 13),,7261523.219077245,90.1669322404525,38.9936139427141
345,0 OPS 1427 (OV3-4),,9042039.3869969,40.91031462805734,44.14761578559983
346,0 OPS 9381 (GGTS),,40129358.77990561,5.0878018192149685,56.95672036567499
347,0 OPS 9311 (IDSCS 1),,40151102.5281308,5.091501820537957,57.28302048234818
348,0 OPS 9312 (IDSCS 2),,40167462.70584385,5.052401806557199,57.47832055218046
349,0 OPS 9313 (IDSCS 3),,40189372.25635853,5.028101797868389,57.71852063806737
350,0 OPS 9314 (IDSCS 4),,40231496.79057658,4.924601760860496,58.11772078080699
351,0 OPS 9315 (IDSCS 5),,40278246.68859004,4.88130174537797,58.70152098955297
352,0 OPS 9316 (IDSCS 6),,40338589.61996171,4.748501697893447,59.28332119758378
353,0 OPS 9317 (IDSCS 7),,40410934.12123505,4.65240166353153,60.16352151231175
354,0 WESTFORD NEEDLES,,9907816.635019302,85.7195306502216,331.17521841634874
355,0 WESTFORD NEEDLES,,9902045.756087907,85.82263068708647,116.28924158085093
356,0 WESTFORD NEEDLES,,9933803.46642116,86.19673082085123,330.82451829095106
357,0 WESTFORD NEEDLES,,9837003.42934615,84.47773020619843,108.42753876978873
358,0 OPS 6026 (DMSP 4A F1),,7130722.582122552,98.1773351046845,236.07758441285458
359,0 INTELSAT 2-F1,,26567185.272713,18.202906508704785,62.367122300240155
360,0 LES 2 AKM,,15166197.20109231,32.15951149908484,64.24532297181719
361,0 WESTFORD NEEDLES,,10006386.56936622,87.27973120809324,352.1598259196898
362,0 WESTFORD NEEDLES,,10006813.758701293,87.26083120133526,326.91751689394783
363,0 ATS 1,,42142528.25173683,0.4410001576857976,18.37430656999128
364,0 OV1-9,,8884444.129316814,99.11943544154569,340.6054217882504
365,0 INTELSAT 2-F2,,42148909.35612321,1.7132006125789312,287.1512026749439
366,0 DELTA 1 R/B(2),,17492554.10929915,25.696909188290643,188.78606750310882
367,0 OPS 9321 (IDSCS 8),,40050254.43098091,4.749101698107986,57.45632054431405
368,0 OPS 9322 (IDSCS 9),,40058714.12296592,4.712701685092651,57.18682044795051
369,0 OPS 9323 (IDSCS 10),,40073490.70555234,4.685501675366905,57.351420506805574
370,0 OPS 9324 (IDSCS 11),,40102328.27492935,4.64070165934803,57.653820614932975
371,0 OPS 9325 (IDSCS 12),,40142542.91014364,4.549101626595153,58.51382092243816
372,0 OPS 9326 (IDSCS 13),,40190837.85132168,4.479801601815955,58.591620950256655
373,0 OPS 9327 (IDSCS 14),,40250128.00090419,4.415301578753066,59.53302128686756
374,0 OPS 9328 (IDSCS 15),,40320401.87734503,4.278301529766774,59.85612140239654
375,0 DIADEME 1,,7086882.78679547,39.92491427571362,317.830213644655
376,0 DIADEME 2,,7494504.648620385,39.439714102223476,113.35074053014864
377,0 OPS 0100 (TRANSIT 15),,7425392.586391858,90.21103225622109,353.39342636078095
378,0 OPS 6638 (VELA 7),,117710850.03972292,28.8200103049993,40.20111437447285
379,0 OPS 6679 (VELA 8),,118319613.3421928,25.829209235596384,27.7494099221911
380,0 TIMATION 1,,7265693.117885814,69.96542501711997,110.19463940164036
381,0 SECOR 9 (EGRS 9),,10249515.905833935,90.10973221999984,311.5021113819532
382,0 OPS 9331 (IDSCS 16),,39651166.93505118,2.121300758500868,262.6438939120116
383,0 OPS 9332 (IDSCS 17),,39665386.85079376,2.1098007543888797,263.3761941738558
384,0 OPS 9333 (IDSCS 18),,39692151.648549296,2.2059007887507964,264.0577944175716
385,0 OPS 9334 (IDSCS 19),,39731266.08272471,2.243300802123696,265.4292949079708
386,0 LES 5,,39779303.74627341,2.3375008358062406,266.8943954318381
387,0 DODGE 1,,39841872.98618184,2.473800884542237,268.4163959760507
388,0 SURCAL 159,,7275949.639703432,69.97222501955142,239.40348560207732
389,0 AURORA 1,,10250289.23354078,90.10723221910592,310.8171111370217
390,0 SURCAL 150B,,7064403.786595788,69.94882501118441,10.98650392837872
391,0 INTELSAT 2-F4,,42193917.49452701,0.8927003191975319,295.0092054846831
392,0 DELTA 1 R/B(2) *,,19942174.93431105,28.196810082165307,144.21395156572305
393,0 WESTFORD NEEDLES,,9921401.13445178,86.83643104958503,42.33051513586997
394,0 COSMOS 192,,7085341.600865065,74.01252646421791,123.74014424502579
395,0 COSMOS 198,,7295502.837289377,65.1431232928383,347.4111242217248
396,0 EXPLORER 36 (GEOS 2),,7705398.372757839,105.79993783025313,206.0020736589336
397,0 OV1-13,,11272550.321527245,99.9901357528768,124.2953444435454
398,0 OV1-14,,11584205.825864438,100.01213576074323,125.20104476739128
399,0 COSMOS 220,,7019425.583989142,74.02592646900929,53.577319157322655
400,0 WESTFORD NEEDLES *,,8375137.5025553275,88.38433160305858,303.1476083946833
401,0 OPS 9341 (IDSCS 20),,40164592.01686071,3.311801184181008,61.37732194632315
402,0 OPS 9342 (IDSCS 21),,40173359.38173039,3.3315011912250228,61.641122040648575
403,0 OPS 9343 (IDSCS 22),,40188523.64495967,3.3033011811417126,61.75492208133938
404,0 OPS 9344 (IDSCS 23),,40217691.76973701,3.251901162762915,61.961622155247895
405,0 OPS 9345 (IDSCS 24),,40258361.02689995,3.1468011251829213,62.01492217430606
406,0 OPS 9346 (IDSCS 25),,40305909.113117546,3.094701106553828,62.553822366997395
407,0 OPS 9347 (IDSCS 26),,40369217.6918589,2.950301054921562,62.693022416770326
408,0 OPS 9348 (IDSCS 27),,40436610.81656766,2.8589010222401976,63.31422263888918
409,0 EXPLORER 38 (RAE-A),,12222983.250425275,120.81284319832821,218.581578156912
410,0 OPS 2222,,42453725.86304072,10.840703876245868,306.19020948260805
411,0 EXPLORER 40 (INJUN-5),,7958151.543940088,80.66422884262748,138.12844938976627
412,0 OV2-5,,41807686.30537631,3.2082011471373613,306.410709561451
413,0 LES 6,,42142230.36906795,3.8302013695422725,304.43740885586965
414,0 COSMOS 252,,7689685.186151885,62.31992228336314,260.45309312866
415,0 INTELSAT 3-F2,,45249778.10633939,9.073403244322712,305.7774093350056
416,0 ISIS 1,,8390973.117776195,88.44053162315375,0.09560003418313437
417,0 INTELSAT 3-F3,,47100401.07011306,14.479905177493384,315.93051296539034
418,0 OPS 0757 (TACSAT),,42126493.47015111,2.109200754174341,292.04390442439814
419,0 ESSA 9 (TOS-G),,7843313.244773025,101.58603632351348,95.6949342170672
420,0 OV1-19,,9378230.456872458,104.69473743507321,233.74898358023069
421,0 NIMBUS 3,,7477969.687628189,99.89543571901552,312.0105115637388
422,0 SECOR 13 (EGRS 13),,7476742.304123913,99.87223571072,309.34231060968614
423,0 INTELSAT 3-F4,,45299876.88418409,9.022203226015428,301.439507783928
424,0 OPS 6909 (VELA 9),,117697611.69404843,33.5459119948118,132.55304739620303
425,0 ATS 5,,42385121.51607669,4.9368017652227785,288.1882030457378
426,0 SOICAL (CYLINDER),,6945935.009761029,69.96322501633334,112.7140403024875
427,0 AZUR (GRS A),,7170311.997846655,102.69303671933704,177.10426332611576
428,0 COSMOS 312,,7535745.8636926375,74.02122646732872,178.26356374063988
429,0 INTELSAT 3-F6,,42480704.73676346,3.9650014177419215,287.1392026706531
430,0 SERT 2,,7419297.870576431,99.16353545731428,80.1936286743578
431,0 OPS 0054 (DMSP 5A F1),,7160558.533067833,98.8264353367794,139.6446499319051
432,0 TOPO 1,,7462972.870634127,99.94743573760886,312.6508117926872
433,0 OPS 7044 (VELA 12),,117893192.35454816,67.37802409195845,65.01142324574708
434,0 OPS 7033 (VELA 11),,117749264.86012252,68.86892462505085,63.7201227840245
435,0 DFH-1,,7608956.020076234,68.42292446557724,58.7514210073954
436,0 COSMOS 338,,7870632.943284873,74.02592646900929,252.0381901197933
437,0 INTELSAT 3-F8,,41615247.625555344,0.7438002659562275,70.28162513018175
438,0 OPS 7329,,42180447.08306737,11.013803938140226,216.84847753721752
439,0 OPS 5960,,37361428.151058376,11.656704168018225,73.59092631346887
440,0 COSMOS 382,,10205767.265847387,55.87911998036385,320.79731470558363
441,0 SL-12 R/B(AUX MOTOR),,9713801.528731193,51.582718444125156,241.39208631312943
442,0 SL-12 R/B(AUX MOTOR),,9726503.008049104,51.5927184477008,35.10781255329127
443,0 INTELSAT 4-F2,,42572411.25610516,9.259703310936919,300.5625074703442
444,0 COSMOS 394,,6853436.670942107,65.82492353662555,43.65351560892736
445,0 TANSEI 1 (MS-T1),,7419314.3276509885,29.66571060739131,236.88338470097983
446,0 COSMOS 397,,7742901.684025691,65.72422350061883,297.31200630808183
447,0 COSMOS 405,,6833548.796667107,81.26102905602177,216.34027735550342
448,0 OPS 3811,,42767228.12994298,4.7652017038647685,292.90730473311896
449,0 EOLE 1 (CAS-A),,7086478.141933049,50.141917928946704,72.87382605705959
450,0 SHINSEI (MS-F2),,7743267.93084456,32.05161146050366,264.87849471102453
451,0 COSMOS 450,,7873467.224078609,74.03002647047529,18.24190652264978
452,0 COSMOS 451,,7909095.241878099,74.0295264702965,27.817309946469702
453,0 OPS 9432 (DSCS 2-2),,42190998.04424859,6.4975023232731735,291.34560417471107
454,0 WESTFORD NEEDLES,,9966394.015219253,86.55423094868044,344.83672330121163
455,0 INTELSAT 4-F3,,42347222.78949451,10.953003916400325,311.07621122966657
456,0 INTELSAT 4-F4,,42287979.82270477,11.18070399781768,313.6902121643393
457,0 OPS 1570,,42305910.88015969,4.600401644938193,289.1303033825992
458,0 COSMOS 480,,7563368.169631354,82.97782966988795,162.4723580942726
459,0 DELTA 1 R/B(2),,15471452.944308165,29.52731055790443,108.01673862290136
460,0 INTELSAT 4-F5,,42211951.38186737,10.375703709978527,308.17941019387473
461,0 COSMOS 482 DESCENT CRAFT,,7563713.056542009,52.04601860978464,309.47791065817177
462,0 METEOR 1-12,,7261138.074714933,81.22462904300644,69.51872485739607
463,0 COSMOS 511,,7898126.906791699,74.02502646868747,263.00999404291593
464,0 COSMOS 514,,7335617.74059189,82.96952966692015,313.20041198920444
465,0 COSMOS 520,,26491624.221855585,72.82992604136254,292.2629045027046
466,0 OPS 8180 (STP RADSAT),,7049601.0558343185,98.64553527209604,264.0096944003727
467,0 ANIK A1 (TELESAT 1),,42575255.83086801,10.75490384556686,311.5392113952188
468,0 SL-6 R/B(2),,26280218.20820976,67.9240242871885,55.787019947432185
469,0 OPS 9390,,42195969.02143155,13.71700490470768,278.60689961980836
470,0 COSMOS 539,,7738187.458266932,74.01542646525486,108.02483862579763
471,0 COSMOS 546,,6882412.011395365,50.644118108515435,300.3909074089862
472,0 ANIK A2 (TELESAT 2),,42299274.93114264,11.316004046196115,314.8209125686372
473,0 OPS 6157,,42292265.906549096,5.733102049951127,285.96070224926376
474,0 OPS 8364 (DMSP 4),,7163441.362638998,98.78093532051024,240.22338589524415
475,0 OPS 7724,,26553479.644930176,62.19282223791673,289.17550339876107
476,0 INTELSAT 4-F7,,42484186.774411134,11.617304153930199,315.5048128131753
477,0 COSMOS 606,,26558774.771091346,71.664625624693,155.11405546320822
478,0 OPS 9433 (DSCS 2-3),,42914146.96791327,10.066003599240906,300.5913074806421
479,0 OPS 9434 (DSCS 2-4),,42954698.18483093,9.586203427681617,302.98000833475555
480,0 COSMOS 618,,7843090.762209735,74.02872647001045,45.839816390669895
481,0 AUREOLE 2,,7008405.561852057,73.9237264324662,260.8525932715069
482,0 COSMOS 626,,7323047.572802762,65.43872339853426,35.70681276747221
483,0 MIRANDA (X-4),,7126618.154728347,97.82343497814254,16.27350581882047
484,0 OPS 8579 (DMSP 5B F5),,7167427.2558537675,99.12323544290443,36.16511293134386
485,0 COSMOS 637,,42021913.38770544,5.754702057674513,290.84220399471326
486,0 WESTAR 1,,42272414.62613069,11.411104080200467,316.3682131218962
487,0 COSMOS 648,,7841221.115726507,74.02042646704267,7.940302839166756
488,0 MOLNIYA 2-9,,23236978.34325317,64.18032294857552,300.68570751439614
489,0 COSMOS 651,,7296524.112864186,64.96952323076515,50.53171806832521
490,0 SMS 1,,42636210.40196592,9.108603256908973,286.96080260686364
491,0 ATS 6,,41692770.422182396,6.788402427288593,289.5936035482586
492,0 METEOR 1-18,,7272348.9111213675,81.22492904311372,81.61842918381521
493,0 OPS 7518 (NTS 1),,19988191.61881332,125.15544475108636,35.61951273625685
494,0 SL-6 R/B(2),,26042005.44985941,63.55902272642089,188.17526728470864
495,0 MOLNIYA 2-10,,26512343.70351534,63.628422751235846,144.36415161942918
496,0 MOLNIYA 1-S,,42153842.16986997,6.320702260055831,290.151803747851
497,0 SL-12 R/B(AUX MOTOR),,22648870.88119427,44.98171608384409,260.7161932227351
498,0 COSMOS 676,,7161172.331661059,74.04702647655388,64.97162323151603
499,0 WESTAR 2,,42284394.70499621,11.500104112023678,317.6112135663484
