,0,points,smoothed_points
0,2002-03-01 11:15:46,98.53073523104769,98.52960568227866
1,2002-03-01 11:15:46,98.53093523111919,98.53195980076747
2,2002-03-01 21:18:18,98.53223523158401,98.53412160020477
3,2002-03-02 00:39:08,98.53363523208462,98.53609806678666
4,2002-03-02 03:59:57,98.53383523215612,98.53789618670926
5,2002-03-02 09:01:12,98.53583523287122,98.53952294616866
6,2002-03-02 10:45:16,98.53793523362214,98.54098533136096
7,2002-03-03 15:16:32,98.54713523691171,98.54229032848227
8,2002-03-03 15:16:32,98.54723523694749,98.54344492372869
9,2002-03-04 23:09:19,98.5483352373408,98.54445610329633
10,2002-03-05 04:11:20,98.54873523748384,98.5453308533813
11,2002-03-05 05:52:00,98.54913523762684,98.54607616017971
12,2002-03-05 10:54:01,98.54963523780563,98.54669900988763
13,2002-03-06 03:40:45,98.55153523848502,98.54720638870121
14,2002-03-06 12:04:06,98.55193523862805,98.54760528281652
15,2002-03-06 18:46:47,98.55243523880684,98.54790267842968
16,2002-03-07 08:12:10,98.55363523923587,98.5481055617368
17,2002-09-06 12:50:32,98.54183523501663,98.54822091893398
18,2002-09-09 22:59:51,98.5424352352312,98.54825573621731
19,2002-09-10 22:28:14,98.54383523573178,98.54821699978291
20,2002-09-11 05:10:38,98.54423523587481,98.54811169582688
21,2002-09-11 23:37:13,98.54583523644688,98.54794681054533
22,2002-09-13 00:46:13,98.54673523676873,98.54772933013436
23,2002-12-19 08:20:17,98.54303523544571,98.54746624079007
24,2002-12-19 18:23:53,98.54383523573178,98.54716452870858
25,2002-12-20 11:09:52,98.54433523591057,98.5468311800841
26,2002-12-21 03:55:53,98.54873523748384,98.54665393251794
27,2003-02-21 23:14:13,98.54353523562449,98.54637535985724
28,2003-02-22 22:42:36,98.54423523587481,98.54604328653184
29,2003-02-23 05:25:00,98.54433523591057,98.54568052167362
30,2003-02-23 22:10:59,98.54503523616086,98.54526356757314
31,2003-02-24 13:16:23,98.5451352361966,98.54504664752005
32,2003-02-25 22:48:21,98.5465352366972,98.54475646870326
33,2003-02-26 22:16:44,98.54753523705477,98.54463746030268
34,2003-02-28 12:50:31,98.54823523730505,98.54449590778201
35,2003-05-16 15:51:35,98.54123523480209,98.54434128814306
36,2003-05-16 22:33:58,98.5414352348736,98.54419317601506
37,2003-05-19 22:39:44,98.54173523498086,98.5442842132172
38,2003-05-21 09:52:18,98.54223523515968,98.54437198873615
39,2003-05-25 12:47:39,98.54453523598205,98.544506963529
40,2003-05-29 05:39:24,98.54713523691171,98.5446652140556
41,2003-10-21 21:28:02,98.54133523483786,98.54485364874209
42,2003-10-27 23:20:05,98.54203523508816,98.54509447421495
43,2003-10-29 00:29:03,98.54203523508816,98.54498504700875
44,2003-10-29 22:16:50,98.54583523644688,98.54486964911025
45,2003-10-30 04:59:14,98.54673523676873,98.54475192273232
46,2003-10-30 21:45:13,98.5479352371978,98.54464088280497
47,2003-10-31 21:13:35,98.54883523751957,98.5445760455261
48,2003-11-01 22:22:35,98.55043523809168,98.54451650848246
49,2004-02-04 04:10:24,98.54093523469484,98.54434510250033
50,2004-02-04 22:36:59,98.54343523558876,98.54419735278161
51,2004-02-05 08:40:34,98.54453523598205,98.54406423307105
52,2004-02-05 17:03:34,98.54563523637538,98.54406692395966
53,2004-02-05 23:45:58,98.54643523666144,98.54394660182555
54,2004-02-06 09:49:33,98.54683523680448,98.5438482598121
55,2004-02-06 16:31:57,98.54693523684021,98.54377302818313
56,2004-04-14 04:10:24,98.53963523423,98.54373588803078
57,2004-04-14 20:56:23,98.54153523490938,98.54372291830994
58,2004-04-15 17:03:34,98.54373523569599,98.54410852627583
59,2004-04-15 22:05:22,98.5446352360178,98.5444956450353
60,2004-04-16 16:31:57,98.54663523673295,98.54487574438072
61,2004-04-16 23:14:21,98.54773523712628,98.54501377926664
62,2004-09-21 02:01:04,98.54043523451605,98.54507838777465
63,2004-09-21 12:04:39,98.54093523469484,98.54500988336727
64,2004-09-21 18:47:03,98.54153523490938,98.54492429136403
65,2004-09-21 20:27:39,98.54183523501663,98.54486020381931
66,2004-09-22 01:29:27,98.54223523515968,98.54488778542785
67,2004-09-22 21:36:38,98.54293523540994,98.5447493745423
68,2004-09-23 00:57:49,98.54343523558876,98.54490056261876
69,2004-09-23 09:20:49,98.54363523566023,98.54496805907542
70,2004-09-23 17:43:49,98.54483523608931,98.54504047750264
71,2004-09-23 21:05:00,98.54503523616086,98.54512984762225
72,2004-09-24 03:47:24,98.54533523626812,98.5452542287399
73,2004-09-24 20:33:23,98.54673523676873,98.54542477853023
74,2004-09-25 04:56:23,98.547435237019,98.54566788718135
75,2004-09-25 11:38:47,98.54783523716202,98.5456324095814
76,2004-09-25 20:01:47,98.54843523737655,98.54563153979919
77,2004-09-26 04:24:46,98.54943523773413,98.54566633335172
78,2004-09-26 11:07:10,98.54963523780563,98.54572963265632
79,2004-09-26 19:30:10,98.55043523809168,98.54581288485488
80,2004-09-26 22:51:22,98.55073523819895,98.5459309102204
81,2004-09-27 03:53:10,98.55123523837774,98.54606349764238
82,2004-09-27 12:16:10,98.55173523855652,98.54597197798294
83,2005-01-06 11:01:22,98.53983523430149,98.54622072889298
84,2005-01-06 22:45:33,98.54013523440877,98.54648121506735
85,2005-01-06 22:45:33,98.54073523462331,98.54672264531062
86,2005-01-07 13:50:57,98.54113523476634,98.54697991963309
87,2005-01-07 20:33:20,98.54253523526694,98.54725018406187
88,2005-01-08 04:56:20,98.54663523673295,98.5472429132264
89,2005-01-08 11:38:44,98.54753523705477,98.54720130185
90,2005-01-08 20:01:44,98.54943523773413,98.54709972986413
91,2005-01-08 21:42:20,98.5499352379129,98.54696023628102
92,2005-01-09 04:24:44,98.55053523812744,98.54679278055961
93,2005-03-17 04:19:00,98.54073523462331,98.5466084773385
94,2005-03-18 10:29:47,98.54213523512392,98.54640725413576
95,2005-03-20 02:44:10,98.5451352361966,98.54616865974481
96,2005-03-20 11:07:09,98.54563523637538,98.54621424403256
97,2005-03-20 21:10:45,98.54613523655416,98.54620430948914
98,2005-03-21 00:31:57,98.54623523658992,98.54615198891959
99,2005-03-21 08:54:57,98.54643523666144,98.54605967648992
100,2005-03-21 13:56:44,98.54673523676873,98.54595243279937
101,2005-03-21 22:19:44,98.54783523716202,98.54583664531093
102,2005-03-22 03:21:32,98.5479352371978,98.54571286443358
103,2005-03-22 13:25:08,98.54853523741232,98.5455836202369
104,2005-03-22 21:48:07,98.54943523773413,98.54544815619154
105,2005-03-23 02:49:55,98.54963523780563,98.54532538099984
106,2005-03-23 11:12:55,98.55033523805592,98.54521699798526
107,2005-03-23 21:16:30,98.551135238342,98.54515387535515
108,2005-09-07 09:52:27,98.54043523451605,98.54513149658432
109,2005-09-07 18:15:27,98.5405352345518,98.54476433524894
110,2005-09-08 02:38:27,98.54073523462331,98.5443774294049
111,2005-09-08 05:59:38,98.54123523480209,98.54397843721259
112,2005-09-08 09:20:50,98.54133523483786,98.5435483571023
113,2005-09-08 22:45:38,98.5424352352312,98.54315236384649
114,2005-09-09 00:26:14,98.54253523526694,98.5428795512277
115,2005-09-09 10:29:49,98.54383523573178,98.54265117904248
116,2005-09-09 18:52:49,98.54433523591057,98.54252538226373
117,2005-09-09 22:14:01,98.54473523605358,98.54280482244155
118,2005-09-10 01:35:13,98.54523523623234,98.54309422660856
119,2005-09-10 11:38:49,98.54573523641113,98.54306115223491
120,2005-09-10 20:01:48,98.54683523680448,98.5430194887622
121,2006-01-09 16:37:33,98.53733523340759,98.54303046296708
122,2006-01-10 04:21:45,98.53763523351488,98.54303230672411
123,2006-01-10 12:44:44,98.53773523355065,98.54300329812918
124,2006-01-10 22:48:20,98.53923523408696,98.54294369086875
125,2006-01-11 03:50:07,98.53963523423,98.54283222511054
126,2006-01-11 10:32:31,98.53973523426576,98.54274259903939
127,2006-01-11 15:34:19,98.54023523444454,98.54268777331592
128,2006-01-11 22:16:43,98.5414352348736,98.54261722356138
129,2006-01-12 08:20:18,98.54223523515968,98.54257984784302
130,2006-01-12 18:23:54,98.543335235553,98.54261890196919
131,2006-01-13 04:27:30,98.54423523587481,98.5426939976947
132,2006-01-13 09:29:17,98.54453523598205,98.54283125340075
133,2006-01-13 16:11:41,98.54523523623234,98.54305407845946
134,2006-01-13 21:13:29,98.54563523637538,98.54300023577107
135,2006-01-14 03:55:53,98.54613523655416,98.54296611041062
136,2006-01-14 20:41:52,98.54683523680448,98.5432176314863
137,2006-01-15 05:04:52,98.54823523730505,98.54344545779259
138,2006-01-15 11:47:15,98.54873523748384,98.54359765155469
139,2006-01-15 20:10:15,98.54953523776987,98.54374614194731
140,2006-01-16 02:52:39,98.55043523809168,98.54388158560714
141,2006-01-16 07:54:26,98.55073523819895,98.54403064679433
142,2006-03-25 17:20:39,98.53843523380093,98.54418112364262
143,2006-03-25 22:22:27,98.53863523387243,98.54434629618576
144,2006-03-26 18:29:38,98.5389352339797,98.54452712480828
145,2006-03-27 21:19:13,98.53903523401544,98.54472044295936
146,2006-03-28 04:01:36,98.53913523405123,98.54496022424058
147,2006-03-28 07:22:48,98.53923523408696,98.54491400347159
148,2006-03-28 20:47:35,98.54033523448031,98.54481990391135
149,2006-03-29 06:51:11,98.54133523483786,98.54469349556699
150,2006-03-29 06:51:11,98.54353523562449,98.54458950676451
151,2006-03-29 11:52:59,98.54363523566023,98.54444832571329
152,2006-03-29 16:54:46,98.54433523591057,98.54427924141538
153,2006-03-30 04:38:58,98.54613523655416,98.54410199384924
154,2006-03-31 04:07:21,98.54713523691171,98.54395035276123
155,2006-03-31 09:09:09,98.54723523694749,98.54383076224077
156,2006-04-01 08:37:32,98.54823523730505,98.54372522866886
157,2006-04-01 17:00:32,98.54913523762684,98.54405562811655
158,2006-04-01 22:02:20,98.54963523780563,98.54434656119754
159,2006-04-02 04:44:44,98.55003523794866,98.54461776789034
160,2006-04-02 11:27:08,98.55013523798443,98.54484952180681
161,2006-09-13 05:39:51,98.54033523448031,98.5450260717352
162,2006-09-13 12:42:52,98.54043523451605,98.54518094506064
163,2006-09-13 18:55:36,98.54213523512392,98.54535936592671
164,2006-09-14 01:38:00,98.54273523533844,98.54555123897093
165,2006-09-14 10:01:00,98.5428352353742,98.54577898826527
166,2006-09-14 18:23:59,98.54343523558876,98.54605922347837
167,2006-09-14 21:45:11,98.54393523576749,98.54638278245157
168,2006-09-15 04:27:35,98.54403523580328,98.54629960273485
169,2006-09-15 12:50:35,98.54433523591057,98.54619227523719
170,2006-09-15 19:32:59,98.54493523612507,98.54606502655639
171,2006-09-16 03:55:59,98.54523523623234,98.54589961844722
172,2006-09-16 10:38:22,98.54543523630389,98.54571250655448
173,2006-09-16 20:41:58,98.5465352366972,98.54550389473326
174,2006-09-17 03:24:22,98.54703523687596,98.54552744227392
175,2006-09-17 10:06:46,98.54723523694749,98.54552153953335
176,2006-09-17 21:50:58,98.54863523744808,98.54553476747078
177,2006-09-18 11:15:45,98.54963523780563,98.5455102459553
178,2006-09-18 19:38:45,98.55053523812744,98.54547236286398
179,2006-09-19 05:42:21,98.55123523837774,98.54545940899857
180,2006-09-19 12:24:44,98.55153523848502,98.54544739286706
181,2006-09-19 20:47:44,98.55303523902136,98.54542284417089
182,2007-01-22 21:59:31,98.5389352339797,98.54533631216866
183,2007-01-23 06:22:30,98.53913523405123,98.54529362035971
184,2007-01-23 16:26:06,98.53923523408696,98.54529258749335
185,2007-01-24 04:10:17,98.53993523433728,98.54531660390096
186,2007-01-25 06:59:52,98.54163523494512,98.54538053515668
187,2007-01-25 22:05:15,98.5428352353742,98.54517482487451
188,2007-01-26 08:08:51,98.54363523566023,98.54496254592479
189,2007-01-26 16:31:51,98.54423523587481,98.54478693373038
190,2007-01-26 21:33:39,98.5446352360178,98.54486003847008
191,2007-01-27 02:35:27,98.54483523608931,98.54489151144789
192,2007-01-27 07:37:14,98.54493523612507,98.54488596205634
193,2007-01-28 02:03:50,98.54673523676873,98.54485563746283
194,2007-01-28 10:26:50,98.54703523687596,98.54479280476012
195,2007-01-28 15:28:38,98.54733523698326,98.54471215058284
196,2007-01-28 20:30:25,98.54813523726929,98.54461033850083
197,2007-01-29 03:12:49,98.54843523737655,98.54445910512327
198,2007-01-29 11:35:49,98.54873523748384,98.54429633354135
199,2007-04-01 19:09:56,98.54073523462331,98.54415599735671
200,2007-04-02 16:57:43,98.54093523469484,98.54403675339009
201,2007-04-03 03:01:18,98.54103523473059,98.543933838225
202,2007-04-03 08:03:06,98.54123523480209,98.54389467990615
203,2007-04-03 14:45:30,98.54133523483786,98.54391558865449
204,2007-04-04 00:49:05,98.54153523490938,98.54399250095634
205,2007-04-04 12:33:17,98.54213523512392,98.54413003526452
206,2007-04-04 20:56:16,98.54253523526694,98.54432734897749
207,2007-04-07 19:21:26,98.54603523651842,98.54461872147968
208,2007-04-08 02:03:50,98.54643523666144,98.54451346197976
209,2007-04-08 08:46:14,98.54673523676873,98.5445479157736
210,2007-04-08 20:30:26,98.54773523712628,98.54453840479601
211,2007-04-09 04:53:25,98.54813523726929,98.54448356548221
212,2007-04-09 09:55:13,98.54823523730505,98.54443766861647
213,2007-04-09 14:57:01,98.5483352373408,98.54439622938446
214,2007-04-09 21:39:25,98.54873523748384,98.54434464269362
215,2007-09-25 18:06:42,98.54023523444454,98.54430142312619
216,2007-09-27 06:59:53,98.54033523448031,98.54426190919327
217,2007-09-27 17:03:28,98.54093523469484,98.54422354817478
218,2007-09-27 20:24:40,98.54123523480209,98.5441725322785
219,2007-09-28 03:07:04,98.54153523490938,98.54417153112294
220,2007-09-28 11:30:03,98.54163523494512,98.5441756648534
221,2007-09-28 19:53:03,98.54233523519542,98.5442114391759
222,2007-09-30 08:46:14,98.54403523580328,98.5443068456745
223,2007-09-30 18:49:49,98.5446352360178,98.54443480331838
224,2007-10-01 03:12:49,98.54523523623234,98.54460357050824
225,2007-10-01 11:35:49,98.54553523633965,98.5445597235198
226,2007-10-01 16:37:37,98.54583523644688,98.54450857172003
227,2007-10-01 21:39:24,98.54593523648263,98.54471355944877
228,2007-10-02 02:41:12,98.54603523651842,98.54487220183034
229,2007-10-02 12:44:48,98.54643523666144,98.54494938140901
230,2007-10-02 17:46:36,98.54673523676873,98.54498698363314
231,2007-10-02 21:07:47,98.54683523680448,98.5449029160138
232,2007-10-03 03:50:11,98.54723523694749,98.54502072393379
233,2007-10-03 10:32:35,98.54753523705477,98.5452208417883
234,2007-12-03 03:32:53,98.54203523508816,98.54540329445723
235,2007-12-03 11:55:52,98.54213523512392,98.5455541699557
236,2007-12-04 18:06:39,98.54303523544571,98.54571221209697
237,2007-12-05 02:29:39,98.54343523558876,98.54587110136983
238,2007-12-05 12:33:14,98.54383523573178,98.54602484896155
239,2007-12-05 17:35:02,98.5446352360178,98.54616260298032
240,2007-12-05 22:36:50,98.54483523608931,98.54632374372062
241,2007-12-06 01:58:01,98.5451352361966,98.54637708583127
242,2007-12-06 10:21:01,98.54543523630389,98.54634065464198
243,2007-12-06 18:44:01,98.54623523658992,98.546226375682
244,2007-12-07 03:07:00,98.54693523684021,98.54607897704723
245,2007-12-07 19:53:00,98.54803523723352,98.54585456644806
246,2007-12-08 04:15:59,98.54843523737655,98.54556332305417
247,2007-12-08 09:17:47,98.54853523741232,98.54542028012547
248,2007-12-08 19:21:23,98.5492352376626,98.5452879713056
249,2007-12-09 03:44:22,98.54983523787716,98.54512646815604
250,2007-12-09 12:07:22,98.55003523794866,98.54497426533374
251,2007-12-09 20:30:22,98.55073523819895,98.54480376990482
252,2008-02-12 08:03:04,98.54153523490938,98.54464827595355
253,2008-02-12 13:04:52,98.54183523501663,98.54448140461706
254,2008-02-13 12:33:15,98.54343523558876,98.5446146443757
255,2008-02-13 22:36:51,98.54393523576749,98.54471963433372
256,2008-02-15 21:33:37,98.54813523726929,98.54480830455047
257,2008-04-18 16:51:56,98.54093523469484,98.544871051181
258,2008-04-21 20:18:53,98.5405352345518,98.5449309234532
259,2008-04-22 09:43:40,98.54083523465908,98.5449953643469
260,2008-04-22 19:47:16,98.54173523498086,98.5448507472031
261,2008-04-23 02:29:40,98.54233523519542,98.54466424461089
262,2008-04-23 17:35:03,98.5428352353742,98.54448265039883
263,2008-04-24 01:58:02,98.54343523558876,98.54428529817989
264,2008-04-24 20:24:37,98.5446352360178,98.54408308741195
265,2008-04-25 03:07:01,98.54503523616086,98.54390139127233
266,2008-09-08 13:36:27,98.53973523426576,98.54372325127342
267,2008-09-09 09:43:38,98.54123523480209,98.54355151006273
268,2008-09-10 14:13:49,98.54323523551723,98.54337893304572
269,2008-11-18 06:22:25,98.54373523569599,98.54323535782845
270,2008-11-19 12:33:12,98.54603523651842,98.54312975630484
271,2008-11-20 15:22:47,98.54823523730505,98.54306970509307
272,2009-01-27 01:20:37,98.54353523562449,98.54303985163156
273,2009-01-27 16:26:01,98.54433523591057,98.5432819998982
274,2009-01-28 09:12:00,98.54583523644688,98.54354006246074
275,2009-01-28 15:54:24,98.5463352366257,98.5438096247216
276,2009-01-29 10:20:59,98.54773523712628,98.54409106721052
277,2009-01-29 17:03:23,98.54823523730505,98.5443998217661
278,2009-01-30 16:31:46,98.54963523780563,98.5444103452245
279,2009-04-05 09:06:15,98.53963523423,98.54439862581557
280,2009-04-07 04:41:49,98.54023523444454,98.54441295230602
281,2009-04-07 11:24:13,98.5405352345518,98.54441242454753
282,2009-04-07 19:47:12,98.54113523476634,98.54453540585952
283,2009-04-08 04:10:12,98.5414352348736,98.54444008996323
284,2009-04-08 10:52:36,98.54153523490938,98.54429636525218
285,2009-04-09 06:59:47,98.54273523533844,98.54414701640263
286,2009-04-09 20:24:34,98.54353523562449,98.54400499501503
287,2009-04-10 03:06:58,98.54373523569599,98.54384607403134
288,2009-04-10 11:29:58,98.54433523591057,98.54370587148513
289,2009-04-10 18:12:22,98.54473523605358,98.5435876830354
290,2009-04-10 21:33:33,98.54483523608931,98.54350426548763
291,2009-04-11 04:15:57,98.54503523616086,98.54345021894406
292,2009-04-11 10:58:21,98.54533523626812,98.54324377931327
293,2009-04-11 19:21:21,98.54603523651842,98.54306884890121
294,2009-04-12 03:44:20,98.54643523666144,98.54308964892677
295,2009-04-12 12:07:20,98.54663523673295,98.54310027884291
296,2009-04-13 01:32:07,98.54723523694749,98.54316758956486
297,2009-04-13 11:35:43,98.5479352371978,98.54330176932245
298,2009-09-29 03:01:11,98.53943523415847,98.54330097428719
299,2009-09-29 08:02:59,98.53953523419425,98.54332047643462
300,2009-09-29 18:06:34,98.53993523433728,98.54337264524533
301,2009-09-29 23:08:22,98.54013523440877,98.54344638873134
302,2009-09-30 07:31:21,98.5405352345518,98.5435846908941
303,2009-09-30 20:56:09,98.5414352348736,98.54375195635063
304,2009-10-01 03:38:33,98.54173523498086,98.54399843314263
305,2009-10-01 10:20:56,98.54193523505242,98.5439489484254
306,2009-10-01 20:24:32,98.54273523533844,98.54391385815035
307,2009-10-02 03:06:56,98.54313523548149,98.54386697824954
308,2009-10-02 11:29:56,98.54353523562449,98.5438357340426
309,2009-10-02 19:52:55,98.54433523591057,98.54381902471138
310,2009-10-03 02:35:19,98.5444352359463,98.54402125359972
311,2009-10-03 10:58:19,98.54483523608931,98.54423908194102
312,2009-10-03 21:01:54,98.54603523651842,98.54443726770123
313,2009-10-04 00:23:06,98.54613523655416,98.54459626569687
314,2009-10-04 12:07:18,98.5463352366257,98.54470043796907
315,2009-10-04 18:49:41,98.54693523684021,98.54479343444618
316,2009-10-04 22:10:53,98.54713523691171,98.54489092706298
317,2009-10-05 01:32:05,98.54733523698326,98.54499180367608
318,2009-10-05 11:35:41,98.54773523712628,98.54509666226079
319,2009-12-08 09:43:32,98.54293523540994,98.54523349440103
320,2009-12-09 05:50:43,98.54343523558876,98.54538642883702
321,2009-12-09 14:13:43,98.54383523573178,98.54555670908545
322,2009-12-09 20:56:06,98.54433523591057,98.54596569018257
323,2009-12-10 03:38:30,98.5446352360178,98.5463797450091
324,2009-12-10 10:20:54,98.54483523608931,98.54648095685077
325,2009-12-10 20:24:29,98.54563523637538,98.5465347383826
326,2009-12-11 03:06:53,98.54613523655416,98.54655149301497
327,2009-12-11 13:10:29,98.5463352366257,98.54652455468283
328,2009-12-12 04:15:52,98.54713523691171,98.54644899009037
329,2009-12-12 14:19:28,98.547435237019,98.5463602020906
330,2009-12-12 22:42:28,98.5483352373408,98.54622879702877
331,2009-12-13 03:44:16,98.54843523737655,98.54608409381275
332,2009-12-13 20:30:15,98.5492352376626,98.54592921822226
333,2009-12-14 03:12:39,98.54953523776987,98.54576321440291
334,2009-12-14 11:35:39,98.54963523780563,98.54559200774584
335,2010-02-11 09:15:12,98.54183523501663,98.54542598807109
336,2010-02-15 19:20:17,98.54133523483786,98.54525412454727
337,2010-02-16 18:48:04,98.54183523501663,98.54506862764067
338,2010-02-17 01:21:28,98.5426352353027,98.54491822780436
339,2010-02-17 18:16:14,98.54473523605358,98.54477014285708
340,2010-02-18 04:02:07,98.54553523633965,98.54462255622249
341,2010-02-18 09:12:47,98.54563523637538,98.54449889086311
342,2010-02-18 19:26:10,98.54593523648263,98.54474409922277
343,2010-02-19 05:08:42,98.54643523666144,98.54659673980908
344,2010-02-19 12:05:10,98.5465352366972,98.54807025728991
345,2010-02-19 18:53:55,98.54703523687596,98.54899844399068
346,2010-02-19 22:02:55,98.547435237019,98.5495680788407
347,2010-04-25 17:29:09,98.54013523440877,98.54977435085719
348,2010-04-25 22:30:57,98.54033523448031,98.54966812191256
349,2010-04-27 03:01:07,98.54153523490938,98.54923006200372
350,2010-04-27 11:24:07,98.54163523494512,98.54850024226779
351,2010-04-27 16:25:55,98.54173523498086,98.54751007452602
352,2010-04-27 23:08:19,98.54193523505242,98.54628828424114
353,2010-04-28 04:10:06,98.5426352353027,98.54483236172912
354,2010-04-28 12:33:06,98.5428352353742,98.54319926639783
355,2010-04-29 08:40:17,98.54363523566023,98.54139709809397
356,2010-07-07 02:29:30,98.54343523558876,98.53945817692684
357,2010-07-07 10:52:30,98.54383523573178,98.54139105038968
358,2010-07-07 17:34:54,98.54403523580328,98.5401252882613
359,2010-07-07 22:36:42,98.54413523583904,98.53866288059619
360,2010-07-08 03:38:29,98.5444352359463,98.53699117226068
361,2010-07-08 08:40:17,98.54453523598205,98.53509750811916
362,2010-07-08 17:03:17,98.54533523626812,98.53296923303601
363,2010-07-08 23:45:41,98.54553523633965,98.53059369187565
364,2010-07-09 11:29:52,98.54593523648263,98.52795822950249
365,2010-07-10 02:35:16,98.54663523673295,98.5250501907809
366,2010-07-10 10:58:15,98.54713523691171,98.5218569205753
367,2010-10-27 15:16:29,98.53443523237068,98.51836576375011
368,2012-03-01 03:38:40,98.47263521027321,98.5145640651697
369,2012-03-01 08:39:22,98.47293521038048,98.51043916969847
370,2012-03-01 22:01:13,98.47393521073805,98.50597842220085
371,2012-03-02 11:23:05,98.47413521080955,98.50116916754124
372,2012-03-02 23:04:43,98.47513521116709,98.49599875058401
373,2012-03-03 02:25:10,98.47523521120287,98.49045451619358
374,2012-03-03 20:47:44,98.47653521166771,98.48452380923436
375,2012-03-04 10:09:36,98.47713521188223,98.47819397457074
376,2012-03-04 21:51:13,98.47803521220406,98.47145235706712
377,2012-03-05 11:13:05,98.47843521234707,98.46428630158792
378,2012-03-05 17:54:01,98.47933521266887,98.45668315299751
379,2012-03-05 22:54:43,98.47963521277616,98.44863025616031
380,2012-03-06 02:15:11,98.47983521284765,98.44011495594073
381,2012-03-06 10:36:20,98.48023521299068,98.43112459720315
382,2015-06-24 04:26:15,98.33003515928455,98.421646524812
